,name,address,cuisine,picture,menu,reviews,promos,lat,lng,restaurant_id
473,The JellyHearts,"1 Pasir Ris Close, 02-111 E!Hub @ Downtown East",Bakery & Cakes,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.377642,103.954846,474
474,Handmade Noodle (R3A) @ Bagus Causeway Point,"1 Woodlands Square, 07-03, Causeway Point",Asian,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.4362416,103.7861244,475
475,Gelare,"1 Northpoint Drive, 02-114 Northpoint City",Western,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.4300569,103.8366803,476
476,McDonalds Restaurants Pte Ltd,632 BEDOK RESERVOIR ROAD 01-850 - 470632,Fast Food,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.332194,103.913711,477
477,McDonalds Restaurants Pte Ltd,252 NORTH BRIDGE ROAD 01-49/50/51 RAFFLES CITY SHOPPING CENTRE 179103,Fast Food,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2931663,103.8533243,478
478,Fitra Chicken Rice (S8) @ Foodjunction Great World City,"1 Kim Seng Promenade, 03-116 Great World City",Chinese,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2936417,103.8319293,479
479,Poulet,"201 VICTORIA STREET, 04-12, BUGIS+",European,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2997818,103.8541438,480
480,Tambuah Mas Indonesian Restaurant,"1 Kim Seng Promenade, B1-110, Great World City",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2936417,103.8319293,481
481,Treats,"611 Aljunied Road, Mobil Service Station",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3243166,103.880783,482
482,Triplets,70 Stamford Road B1-24A Singapore Management University,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2962727,103.8501578,483
483,Warung Surabaya,"304 Orchard Road, 02-63, Lucky Plaza",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3045456,103.8339449,484
484,Wok Singapura @ Cluny Foodhall,1J Cluny Road,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3152057,103.8162553,485
485,Yong Tau Foo (S4) @ My Kampung Kallang Wave Mall,"1 Stadium Place, 02-16/K6",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3025249,103.8736219,486
486,Stuff'd,50 Jurong Gateway Road B1-K06 JEM,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3328303,103.7432656,487
487,Poulet,"201 VICTORIA STREET, 04-12, BUGIS+",European,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2997818,103.8541438,488
488,Wing Zone,"201 Victoria Street, 04-02, Bugis+",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2995955,103.8542191,489
489,McDonalds Restaurants Pte Ltd,5 TAMPINES AVENUE 3 01-07 TAMPINES WEST COMMUNITY CLUB 529705,Fast Food,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3488823,103.9358075,490
490,McDonalds Restaurants Pte Ltd,163 ANG MO KIO AVENUE 4 01-438 - 560163,Fast Food,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3735404,103.8381244,491
491,E & D Co,"258 Pasir Ris Street 21, 01-09 Loyang Point",Western,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3667277,103.9645679,492
492,The Elixir @ NOVARTIS (Mngd by Compass Group),10 Tuas Bay Lane,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.296667,103.635857,493
493,"THE MAD SAILORS, BRITISH KITCHEN",24 Haji Lane,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.300579,103.859272,494
494,Cafeteria @ HPB,"3 Second Hospital Avenue, 01-04 Health Promotion Board",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2797007,103.8384383,495
495,Srisun Prata.com,"651 Jurong West Street 61, 01-02 Multi Storey Car Park",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3415753,103.7070145,496
496,The Soup Spoon + Antoheetos,"1 Northpiont Drive, B2-113, Northpoint City",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.4279686,103.8364152,497
497,Cafeteria @ SAA (Mngd by Occasions Catering),"1 Aviation Drive, 03-90",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3881228,103.9901271,498
498,Goshin Ramen,"10 Airport Boulevard, 02M-201 Changi Airport Terminal 4",Fusion,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3644202,103.9915308,499
499,Malay and Indian Cuisine at RVRC (Mngd by Smorgasbord Int Pte Ltd),"25 Lower Kent Ridge, 03-00 Ridge View Dining Hall",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2975803,103.777179,500
500,Go-Ang Pratunam Chicken Rice,"50 Jurong Gateway Road, 03-24, JEM",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3328303,103.7432656,501
501,McDonalds Restaurants Pte Ltd,6 JURONG WEST AVENUE 1 - Jurong Green Community Centre 649520,Fast Food,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.350602,103.7253974,502
502,McDonalds Restaurants Pte Ltd,90 HOUGANG AVENUE 10 01-17 HOUGANG MALL 538766,Fast Food,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3725894,103.8937225,503
503,Teppan-yaki (M2) @ Foodjuction Nex,"23 Serangoon Central, 04-36, NEX",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3507723,103.8722585,504
504,McDonalds Restaurants Pte Ltd,200 STADIUM BOULEVARD - 397801,Fast Food,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3052937,103.8819042,505
505,Mr Bakery,"182A Rivervale Crescent, 01-03",Bakery & Cakes,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3888976,103.9085904,506
506,Mr Teh Tarik Deli,"15 Petir Road, 01-58/59/60",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3669324,103.7755205,507
507,Papparich,"1 Maritime Square, 01-45 Harbourfront Centre",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2642175,103.8203582,508
508,Charlie Brown Cafe,"8 Grange Road, 04-01, Orchard Cineleisure",Western,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3015948,103.836414,509
509,McDonalds Restaurants Pte Ltd,"65 AIRPORT BOULEVARD, ARRIVAL MEETING HALL SOUTH 01-03 CHANGI AIRPORT TERMINAL 3, L1LF3 819663",Fast Food,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3555805,103.9861962,510
510,Fortune Popiah (S1) @ Bendemeer Market & Food Centre,"29 Bendemeer Road, 01-47",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.319079,103.863248,511
511,Poulet,"201 VICTORIA STREET, 04-12, BUGIS+",European,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2997818,103.8541438,512
512,Rocky Master,"1 Pasir Ris Central Street 3, 01-39",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3724166,103.9496584,513
513,Uncle Fatman Cafe,"152 Paya Lebar Road, 07-01 [email protected]",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3288362,103.8905655,514
514,Wingstop,"63 Jurong West Central 3, 01-47/89/90/91 Jurong Point",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3392697,103.7051807,515
515,Beef Bro,"24 Raffles Place, B1-01/10 Clifford Centre",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2838533,103.8519697,516
516,Xiao Man Niu Mala (S6) @ FoodJunction Century Square,"2 Tampines Central 5, 03-19, Century Square",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3523938,103.9435872,517
517,Waku Waku Yakiniku,27 Bali Lane,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3012068,103.8583669,518
518,Grace's Pot Indian Cuisine,"441 Sembawang Road, Sembawang Park",Indian,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.4603822,103.8363201,519
519,Malay and Indian Cuisine at RVRC (Mngd by Smorgasbord Int Pte Ltd),"25 Lower Kent Ridge, 03-00 Ridge View Dining Hall",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2975803,103.777179,520
520,Encik Tan,313 ORCHARD ROAD B3-39/40 [email protected] 238895,Chinese,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3009665,103.8384727,521
521,Tang Tea House,242 Jalan Kayu,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3976826,103.873279,522
522,Beverages Fruits Dessert & Value Set S1 @ On The Ridge By Kopitiam,"1 Lower Kent Ridge Road, 05-01 NUH Medical Centre",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2934082,103.7845638,523
523,Korea (S5) @ Cantine Jurong Point,"1 Jurong West Central 2, B1-42, Jurong Point",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3398573,103.7061357,524
524,Burger King,"60 Paya Lebar Road, 01-37/38/39/40/41/42/43, Paya Lebar Square",Fast Food,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3191725,103.8925563,525
525,McDonalds Restaurants Pte Ltd,1 JOO KOON CIRCLE 01-27-31 Fairprice Hub 629117,Fast Food,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3269112,103.6784659,526
526,McDonalds Restaurants Pte Ltd,"291 BOON LAY WAY, - JURONG CENTRAL PARK 649849",Fast Food,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3391576,103.7086677,527
527,McDonalds Restaurants Pte Ltd,"144 UPPER BUKIT TIMAH ROAD, BEAUTY WORLD CENTRE 01-39/40 - 588177",Fast Food,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3422905,103.7761285,528
528,Western Fusion (S6) @ Grains & Hops,198 Pandan Loop 01-01 Pantech Industrial Complex 128386,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.311041,103.7528057,529
529,Sinaran Seafood & Buffet Catering Service,26 Teck Whye Lane 01-170,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3776337,103.7556174,530
530,Cajun On Wheels,"68 Orchard Road, 03-92, Plaza Singapura",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3005317,103.8452356,531
531,Stuff'd,1 SENGKANG SQUARE B1-02/03 COMPASS ONE 545078,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3922282,103.8948843,532
532,Pizza Hut Singapore Pte Ltd,311 NEW UPPER CHANGI ROAD B2-05/34 BEDOK MALL 467360,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3244894,103.92902,533
533,Chicken Rice (S4) @ My Kampung Heartbeat @ Bedok,"11 Bedok North Street 1, 01-28, Heartbeat @ Bedok",Chinese,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3271175,103.9322493,534
534,Stuff'd,3155 COMMONWEALTH AVENUE B1-K10 CLEMENTI MALL,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.314918,103.7643089,535
535,Chicken Rice (S4) @ Food Canopy NYP,"180 Ang  Mo Kio Avenue 8, 02-00 Blk E Nanyang Polytechnic",Chinese,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.37995,103.8489487,536
536,Chicken Rice (S12) @ Kopitiam Sun Plaza,"30 Sembawang Drive, 03-12, Sun Plaza",Chinese,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.4482678,103.8196887,537
537,Dominos Pizza Singapore Pte Ltd,"166 Woodlands Street 13
02-525",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.4336992,103.7753992,538
538,Tenderbest,"39 Woodlands Close, 01-68, [email protected]",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.4378735,103.8067738,539
539,Malay and Indian Cuisine at RVRC (Mngd by Smorgasbord Int Pte Ltd),"25 Lower Kent Ridge, 03-00 Ridge View Dining Hall",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2975803,103.777179,540
540,Dominos Pizza Singapore Pte Ltd,8 Chun Tin Road,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3420269,103.7752521,541
541,Dominos Pizza Singapore Pte Ltd,"505 West Coast Drive , 01-210",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.312326,103.759941,542
542,Poulet,"201 VICTORIA STREET, 04-12, BUGIS+",European,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2997818,103.8541438,543
543,Domino's Pizza Singapore Pte Ltd,"785E Woodlands Rise, 01-14",Pizza,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.447061,103.804872,544
544,Subway,"524A Jelapang Road, 02-14, Greenridge Shopping Centre",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3852904,103.7662349,545
545,Heavenly Wang Mngd by NTUC Foodfare,24 RAFFLES PLACE B1-01/10 CLIFFORD CENTRE 048621,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.283857,103.852378,546
546,Texas Chicken,33 SENGKANG WEST AVENUE B1-06/07 THE SELETAR MALL 797653,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3915208,103.8760834,547
547,Swee Heng Bakery Pte Ltd,330 Anchorvale Street 01-03,Bakery & Cakes,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3968471,103.8891611,548
548,Peppercorn,30 Kandahar Street,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.302118,103.8597809,549
549,Butter Studio,"4 Tampines Central 5, B1-K8, Tampines Mall",Bakery & Cakes,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3524936,103.9447179,550
550,Drinks and Desserts (S8) @ Bagus Greenridge,524A Jelapang Road 01-03 Greenridge Shopping Centre,Desserts,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3852904,103.7662349,551
551,D'Rubinah Eating Place Pte Ltd,"461 Yishun Avenue 6, 01-13 Multi Storey Car Park",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.4284349,103.8499767,552
552,Subway,53 Ang Mo Kio Avenue 3 01-35 AMK Hub,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.36953,103.8484398,553
553,Hokkaido Baked Cheese Tart Pte Ltd,"1 Woodlands Square, B1-K25, Causeway Point",Bakery & Cakes,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.4360933,103.7859471,554
554,J & C Bakery Pte Ltd,430 Upper Changi Road 01-58 East Village 487048,Bakery & Cakes,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3318464,103.9463496,555
555,DUNKIN DONUTS,"17 Petir Road
B2-31
Hillion Mall",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3785171,103.7632971,556
556,GELARE,1 SENGKANG SQUARE 01-46 COMPASS ONE 545078,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3924343,103.8954118,557
557,McDonalds Restaurants Pte LtdMcCafe,33 SENGKANG WEST AVENUE 01 -04/05/06 SELETAR MALL 797653,Fast Food,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3915208,103.8760834,558
558,Crave,"16 Raffles Quay, B1-12, Hong Leong Building",Malay,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2813684,103.8511984,559
559,Malay and Indian Cuisine at RVRC (Mngd by Smorgasbord Int Pte Ltd),"25 Lower Kent Ridge, 03-00 Ridge View Dining Hall",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2975803,103.777179,560
560,Encik Tan,"1 HarbourFront Walk
B2-37 
Vivo City",Chinese,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2644032,103.8222071,561
561,Hei Sushi,"604 Sembawang Road
01-22/23
Sembawang Shopping Centre",Japanese,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.4419459,103.8250936,562
562,Hei Sushi,"2 Jurong East Street 21
01-K10
IMM Building",Japanese,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3355903,103.7466569,563
563,Home Of Seafood (S) Pte Ltd,1 Joo Chiat Place,Seafood,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3132318,103.8998721,564
564,Kaffe & Toast Thai Noodle Bar,10 Eunos Road 8 B1-157 Singapore Post Centre,Thai,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3189121,103.8945354,565
565,Krispy Kreme Doughnuts,3 TEMASEK BOULEVARD 01-419/420 SUNTEC CITY MALL 038983,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.29503,103.8583026,566
566,Long John Silvers,23 Serangoon Central B1-45 NEX 556083,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3507723,103.8722585,567
567,DUNKIN DONUTS,83 PUNGGOL CENTRAL B1-K3 WATERWAY POINT (WEST WING) 828761,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.40669,103.9021738,568
568,Subway,399 Yung Sheng Road 01-22 Taman Jurong Shopping Centre,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3342811,103.7203739,569
569,Encik Tan,930 Yishun Avenue 2 01-07 Northpoint,Chinese,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.4279686,103.8364152,570
570,Encik Tan,460 Alexandra Road 01-32 Alexandra Retail Centre,Chinese,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2737935,103.8016048,571
571,Old Chang Kee,"10
Airport Boulevard
02-81/82
Changi Airport Terminal 4",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3384416,103.9836789,572
572,Fire Western N Grill (S6) @ Foodjuction United Square,101 Thomson Road B1-56 United Square,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3172768,103.8436682,573
573,Khun Thai,30 Woodlands Avenue 2 01-02/03 Woodlands MRT Station,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.4369416,103.7863953,574
574,Krispy Kreme Doughnuts,1 Northpoint Drive 01-133 Northpoint City,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.4287383,103.8363157,575
575,Krispy Kreme Doughnuts,1 HarbourFront Walk B2-K2 Vivo City 098585,Bakery & Cakes,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2644032,103.8222071,576
576,Lean Bento,1 Irving Place 03-01 The Commerze @ Irving,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3362091,103.8867396,577
577,Lynn's Cakes,11 Eng Kong Terrace Eng Kong Park,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.336472,103.7684962,578
578,Ma Mum To-Go,"1 Tampines Walk, B1-K8, Our Tampines Hub",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3529604,103.9403451,579
579,Malay and Indian Cuisine at RVRC (Mngd by Smorgasbord Int Pte Ltd),"25 Lower Kent Ridge, 03-00 Ridge View Dining Hall",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2975803,103.777179,580
580,McDonalds Restaurants Pte Ltd,818 Choa Chu Kang Avenue 1 01-02 - 680818,Fast Food,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3779352,103.7490614,581
581,Ma Mum,10 airport Boulevard 01-04 Changi Airport Terminal 4 819665,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3594656,103.9889139,582
582,Maki-San,21 Choa Chu Kang Avenue 4 B1-K31/K32 689812,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3852086,103.7449371,583
583,Maki-San,676 Woodlands Dr 71 01-14 730676,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.4398829,103.8003298,584
584,Mix Economic Rice (S1) @ Quad Cafe,"60 Nanyang Drive, B1, School of Biological Sciences",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.34468,103.6789743,585
585,Maki-San,2 Tampines central 5 B1-26 Century Square 529509,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3523888,103.9438567,586
586,Nasi Padang (S6) @ Cantine Paya Lebar,60 Paya Lebar Road B1-51,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.319229,103.892102,587
587,Mackenzie Rex Restaurant,144 Changi Road - - 419725,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3168439,103.901788,588
588,Makcik Can Cook,920 Tiong Bahru Road 15 Redhill MRT Station,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2896415,103.8167982,589
589,McDonalds Restaurants Pte LtdMcCafe,71 WEST COAST HIGHWAY - WEST COAST PARK 126844,Fast Food,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2975443,103.7633584,590
590,Mini Wok Seafood @ Mr Teh Tarik Eating House,"846 Yishun Ring Road, 01-3603, Yishun New Town",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.4168746,103.8344827,591
591,Noodles/Mini Wok (S9) @ Frontier Canteen (Phase 2),"21
LOWER KENT RIDGE ROAD
-
NUS Canteen 14, Frontier (Phase 2)",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2966426,103.7763939,592
592,Texas Chicken,1 HARBOURFRONT WALK B2-24 VIVO CITY 098585,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2644032,103.8222071,593
593,The Flame Cafe N Spark Restaurant,"73 Upper Paya Lebar Road
01-01 Centro Bianco
Singapore 534818",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3367901,103.8871511,594
594,Manhattan Fish Market,1 WOODLANDS SQUARE 02-34 CAUSEWAY POINT 738099,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.4360933,103.7859471,595
595,Maki-San,30 Woodlands Avenue 115 The Woodgrove,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.4291643,103.7810781,596
596,Subway,430 Upper Bukit Timah Road Rail Mall,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3582148,103.7679617,597
597,Ayam Penyet Ria,14 Scotts Road 05-22 Far East Plaza,Indonesian,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3070854,103.8333034,598
598,Old Chang Kee,"355
EAST COAST ROAD
-
CALTEX SERVICE STATION
428972",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3090434,103.9108144,599
599,Malay and Indian Cuisine at RVRC (Mngd by Smorgasbord Int Pte Ltd),"25 Lower Kent Ridge, 03-00 Ridge View Dining Hall",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2975803,103.777179,600
600,Fish & Co Restaurants Pte Ltd,"290 Orchard Road 
B1-35/26 
The Paragon",Seafood,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3038699,103.8357982,601
601,Indian Cuisine (S2) @ Mr Teh Tarik Eating House,"608 Ang Mo Kio Avenue 5, 01-2771",Indian,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3784765,103.8367304,602
602,Mama Kunning,10 Jurong East Street 12 01-06 Jurong East MRT Station,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3331427,103.7423293,603
603,Polar Puffs & Cakes Pte Ltd,"200
VICTORIA STREET
B1-K8
BUGIS JUNCTION",Bakery & Cakes,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2988889,103.8555556,604
604,DUNKIN DONUTS,53 ANG MO KIO AVENUE 3 01 AMK HUB 569933,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.36953,103.8484398,605
605,Subway,1 Yuan Ching Road 01-05A Superbowl Jurong,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3257854,103.7253822,606
606,Subway,1 Create Way 01-02 University Town,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3054859,103.7730596,607
607,Subway,1 Joo Koon Circle 01-07 Fairprice Hub,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3262422,103.6783524,608
608,Subway,1 Jelebu Road 02-11 Bukit Panjang Plaza,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3800396,103.7642339,609
609,Subway,20 Eastwood Road 01-11 Eastwood Centre,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3216364,103.9556659,610
610,Subway,1 Woodlands Square B1-19 Causeway Point,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.4360933,103.7859471,611
611,Subway,2 Orchard Link 02-40 Scape,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3010294,103.8357316,612
612,Subway,10 Tampines Central 1 B1-03 Tampines One,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.354212,103.9450352,613
613,DUNKIN DONUTS,311 NEW UPPER CHANGI ROAD B2-K7 BEDOK MALL 467360,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3244894,103.92902,614
614,Subway,370 Alexandra Road 01-11 Anchorpoint Shopping Centre,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2887706,103.8050762,615
615,Subway,133 New Bridge Road B1-37 Chinatown Point,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2852093,103.8447228,616
616,Subway,55 Siglap Road 01-13/14 Siglap Centre,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3124678,103.9232359,617
617,Subway,23 Serangoon Central 1 02-11 NEX,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3507723,103.8722585,618
618,Subway,1 Harbourfront Walk B2-31 Vivo City,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2644032,103.8222071,619
619,Malay and Indian Cuisine at RVRC (Mngd by Smorgasbord Int Pte Ltd),"25 Lower Kent Ridge, 03-00 Ridge View Dining Hall",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2975803,103.777179,620
620,Subway,1 Sengkang Square 01-20 Compass One,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3924343,103.8954118,621
621,Subway,311 New Upper Changi Road 01-96 Bedok Mall,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3244894,103.92902,622
622,Subway,"5 Changi Business Park Central 1
B1-35A Changi City Point",,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.334638,103.9623868,623
623,Subway,2 Ang Mo Kio Drive 02-08 ITE College Central,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.377746,103.8560712,624
624,Subway,100 Beach Road 01-41 Shaw Towers,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2956954,103.859081,625
625,Subway,1 Pasir Ris Central Street 3 03-03 White Sands Shopping Centre,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3724166,103.9496584,626
626,Subway,6 Raffles Boulevard 02-52 Marina Square,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2911534,103.8576778,627
627,Subway,9 Woodlands Avenue 9 01-02/03 Republic Polytechnic,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.4432159,103.7852455,628
628,Subway,9 Ayer Rajah Avenue B2-04 One-North MRT Station,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2998113,103.7875947,629
629,Subway,2 Simei Street 3 01-03 Changi General Hospital,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3401915,103.9495701,630
630,Subway,2 Jurong East Street 21 01-114 IMM Building,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3348154,103.7468395,631
631,Subway,1 Jurong West Central 2 01-33A Jurong Point,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3397443,103.7067297,632
632,Subway,1 Jurong East Street 21 02-33 Ng Teng Fong Hospital,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3337448,103.7453915,633
633,Subway,1 Maju Avenue B1-03 myVILLAGE @ Serangoon Gardens,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.3650699,103.8652075,634
634,Subway,1 Lower Kent Ridge Road 01-10 NUH Medical Centre,,https://source.unsplash.com/user/mockupgraphics/200x200,,,,1.2934082,103.7845638,635
